author,published_at,like_count,text,public,video_id,text_clean,text_normalized,text_final,label
@adxnt8370,2026-04-19T05:26:38Z,0,Yg dimakan para murid 20% peralatan 20% 60% buat bancakan rebutan para maling,True,lmcwEO9Lqe8,yg dimakan para murid peralatan buat bancakan rebutan para maling,yang dimakan para murid peralatan buat bancakan rebutan para maling,dimakan murid peralatan bancakan rebutan maling,Tidak Berlabel
@PadisPadis-l7l,2026-04-19T04:51:07Z,0,BOHONG PAK PRABOWO KARENA SETIAP KECAMATAN HAMPIR ADA 25 TITIK DAPUR YANG ACC OLEH KEPALMPG PUSAT KARENA DI KASIH UANG SEDANGKAN SASARAN SISWA SANGAT TERBATAS AHIRNYA DALING JARAH MENJARAH UANG LEMAH GAK MAU RIBUT MENYERAH APA ADANYA AHIRNYA KWALITASNYA RENDAH KARENA SEMUA DI ACC YANG PENTING ADA SETORAN KE PUSAT,True,lmcwEO9Lqe8,bohong pak prabowo karena setiap kecamatan hampir ada titik dapur yang acc oleh kepalmpg pusat karena di kasih uang sedangkan sasaran siswa sangat terbatas ahirnya daling jarah menjarah uang lemah gak mau ribut menyerah apa adanya ahirnya kwalitasnya rendah karena semua di acc yang penting ada setoran ke pusat,tidak jujur pak prabowo karena setiap kecamatan hampir ada titik dapur yang acc oleh kepalmpg pusat karena di kasih uang sedangkan sasaran siswa sangat terbatas ahirnya daling jarah menjarah uang lemah tidak mau ribut menyerah apa adanya ahirnya kwalitasnya rendah karena semua di acc yang penting ada setoran ke pusat,jujur prabowo kecamatan titik dapur acc kepalmpg pusat kasih uang sasaran siswa terbatas ahirnya daling jarah menjarah uang lemah ribut menyerah ahirnya kwalitasnya rendah acc setoran pusat,Kritik
@suharlisawir2848,2026-04-19T03:25:22Z,0,"Program bagi2 jatah korupsi.....lihat aj pengadaan motor listrik yg 1,2t, bhkan mntri keuangan aj gk tau ujug2 barangnya nongol dg anggaran 1,2t, trus pengdaan kaos kaki dll, hnya bagi2 duit",True,lmcwEO9Lqe8,program bagi jatah korupsi lihat aj pengadaan motor listrik yg t bhkan mntri keuangan aj gk tau ujug barangnya nongol dg anggaran t trus pengdaan kaos kaki dll hnya bagi duit,program bagi jatah korupsi lihat saja pengadaan motor listrik yang t bhkan mntri keuangan saja tidak tau ujug barangnya nongol dg anggaran t trus pengdaan kaos kaki dll hnya bagi duit,program jatah korupsi pengadaan motor listrik bhkan mntri keuangan tau ujug barangnya nongol dg anggaran trus pengdaan kaos kaki dll hnya duit,Negatif
@prayogi5396,2026-04-18T23:25:49Z,0,SeBERGIZI apa MBG?,True,lmcwEO9Lqe8,sebergizi apa mbg,sebergizi apa makan bergizi gratis,sebergizi makan bergizi gratis,Netral
@CahyaSaputra-c7t,2026-04-18T03:20:27Z,0,Percuma mengkritik menghujat orang tak bermoral,True,lmcwEO9Lqe8,percuma mengkritik menghujat orang tak bermoral,percuma mengkritik menghujat orang tak bermoral,mengkritik menghujat bermoral,Kritik
@CahyaSaputra-c7t,2026-04-18T03:12:11Z,0,7 presiden  rakyat tidak hidup sengsara setelah Prabowo jadi presiden rakyat hidupnya makin sengsara,True,lmcwEO9Lqe8,presiden rakyat tidak hidup sengsara setelah prabowo jadi presiden rakyat hidupnya makin sengsara,presiden rakyat tidak hidup sengsara setelah prabowo jadi presiden rakyat hidupnya makin sengsara,presiden rakyat hidup sengsara prabowo presiden rakyat hidupnya sengsara,Tidak Berlabel
@Arif.Prasetyo-it8qv,2026-04-17T07:19:05Z,0,"MBG proyek tahan malu,  terlanjur janji omon2 sambil ngibulin 58% yg malas berpikir cerdas.",True,lmcwEO9Lqe8,mbg proyek tahan malu terlanjur janji omon sambil ngibulin yg malas berpikir cerdas,makan bergizi gratis proyek tahan malu terlanjur janji omon sambil ngibulin yang malas berpikir cerdas,makan bergizi gratis proyek tahan malu terlanjur janji omon ngibulin malas berpikir cerdas,Netral
@Arif.Prasetyo-it8qv,2026-04-17T07:18:54Z,0,"MBG proyek tahan malu,  terlanjur janji omon2 sambil ngibulin 58% yg malas berpikir cerdas.",True,lmcwEO9Lqe8,mbg proyek tahan malu terlanjur janji omon sambil ngibulin yg malas berpikir cerdas,makan bergizi gratis proyek tahan malu terlanjur janji omon sambil ngibulin yang malas berpikir cerdas,makan bergizi gratis proyek tahan malu terlanjur janji omon ngibulin malas berpikir cerdas,Netral
@Majups,2026-04-17T03:26:23Z,0,Bukan MBG tapi MUPR (makanan uang pajak rakyat),True,lmcwEO9Lqe8,bukan mbg tapi mupr makanan uang pajak rakyat,bukan makan bergizi gratis tapi mupr makanan uang pajak rakyat,makan bergizi gratis mupr makanan uang pajak rakyat,Netral
@BapakKrawan,2026-04-17T02:12:53Z,0,"Kalau maha siswa anaknya orang mudah cari makan, jadi. Nggak bingung",True,lmcwEO9Lqe8,kalau maha siswa anaknya orang mudah cari makan jadi nggak bingung,kalau maha siswa anaknya orang mudah cari makan jadi tidak bingung,maha siswa anaknya mudah cari makan bingung,Netral
@BapakKrawan,2026-04-17T02:09:45Z,0,Saya pernah tidak makan. Mulai pagi sampai sore ikut gerak jalan tumpang Malang sampai pagi baru diberi makan badan sampai dredek ya karena saya anaknya orang nggak punya,True,lmcwEO9Lqe8,saya pernah tidak makan mulai pagi sampai sore ikut gerak jalan tumpang malang sampai pagi baru diberi makan badan sampai dredek ya karena saya anaknya orang nggak punya,saya pernah tidak makan mulai pagi sampai sore ikut gerak jalan tumpang malang sampai pagi baru diberi makan badan sampai dredek ya karena saya anaknya orang tidak punya,makan pagi sore gerak jalan tumpang malang pagi makan badan dredek anaknya,Tidak Berlabel
@BapakKrawan,2026-04-17T02:08:03Z,0,Makan Dibarak TNI itu lo banyak yang iri hati pemasak apalagi MBG,True,lmcwEO9Lqe8,makan dibarak tni itu lo banyak yang iri hati pemasak apalagi mbg,makan dibarak tni itu kamu banyak yang iri hati pemasak apalagi makan bergizi gratis,makan dibarak tni iri hati pemasak makan bergizi gratis,Netral
@BapakKrawan,2026-04-17T02:07:01Z,0,Tidak semua anak pagi bisa makan ada anak Mts negri rejoso Pasuruan ibunya  tidak punya pekerjaan nenek jual kue ditaruh di warung itu lo bisa sekolah,True,lmcwEO9Lqe8,tidak semua anak pagi bisa makan ada anak mts negri rejoso pasuruan ibunya tidak punya pekerjaan nenek jual kue ditaruh di warung itu lo bisa sekolah,tidak semua anak pagi bisa makan ada anak mts negri rejoso pasuruan ibunya tidak punya pekerjaan nenek jual kue ditaruh di warung itu kamu bisa sekolah,anak pagi makan anak mts negri rejoso pasuruan ibunya pekerjaan nenek jual kue ditaruh warung sekolah,Netral
@RanggaNaufalino,2026-04-16T17:59:55Z,0,Sebagai petani saya setuju dgn program mbg karena bisa menyerap hasil dari pertanian terutama sayur dan buah. Intinya yang penting Brantas tuntas para koruptor. Jika pemerintah berhasil memberantas korupsi jangankan mbg untuk para siswa seluruh WNI dikasih mbg pun ada kok uang. Indonesia banyak hutang bukan karna indonesia miskin tp krna pejabatnya banyak yang korup.,True,lmcwEO9Lqe8,sebagai petani saya setuju dgn program mbg karena bisa menyerap hasil dari pertanian terutama sayur dan buah intinya yang penting brantas tuntas para koruptor jika pemerintah berhasil memberantas korupsi jangankan mbg untuk para siswa seluruh wni dikasih mbg pun ada kok uang indonesia banyak hutang bukan karna indonesia miskin tp krna pejabatnya banyak yang korup,sebagai petani saya setuju dengan program makan bergizi gratis karena bisa menyerap hasil dari pertanian terutama sayuran dan buah intinya yang penting brantas tuntas para koruptor jika pemerintah berhasil memberantas korupsi jangankan makan bergizi gratis untuk para siswa seluruh wni dikasih makan bergizi gratis pun ada kok uang indonesia banyak hutang bukan karna indonesia miskin tapi krna pejabatnya banyak yang korup,petani setuju program makan bergizi gratis menyerap hasil pertanian sayuran buah intinya brantas tuntas koruptor pemerintah berhasil memberantas korupsi makan bergizi gratis siswa wni dikasih makan bergizi gratis uang indonesia hutang karna indonesia miskin krna pejabatnya korup,Positif
@Athaya931,2026-04-16T13:11:13Z,1,"program MBG ini program yg sangat TDK berguna bagi rakyat banyak...
sebetulnya ini program gagal...tapi kok masih di pertahankan...
presidennya sampai GK memperdulikan, bahwa MBG itu sangat membahayakan nyawa anak didik di Indonesia...
Bubarkan MBG...",True,lmcwEO9Lqe8,program mbg ini program yg sangat tdk berguna bagi rakyat banyak sebetulnya ini program gagal tapi kok masih di pertahankan presidennya sampai gk memperdulikan bahwa mbg itu sangat membahayakan nyawa anak didik di indonesia bubarkan mbg,program makan bergizi gratis ini program yang sangat tidak berguna bagi rakyat banyak sebetulnya ini program gagal tapi kok masih di pertahankan presidennya sampai tidak memperdulikan bahwa makan bergizi gratis itu sangat membahayakan nyawa anak didik di indonesia bubarkan makan bergizi gratis,program makan bergizi gratis program berguna rakyat program gagal pertahankan presidennya memperdulikan makan bergizi gratis membahayakan nyawa anak didik indonesia bubarkan makan bergizi gratis,Positif
@virdiawanip2278,2026-04-16T09:13:05Z,0,"fun fact: dasar hukum pelaksanaan MBG yaitu Perpres Nomor 83 Tahun 2024 tentang Badan Gizi Nasional (BGN), yang mana yang menetapkan peraturan tersebut adalah Pria Solo (bisa dicek sendiri di JDIH)",True,lmcwEO9Lqe8,fun fact dasar hukum pelaksanaan mbg yaitu perpres nomor tahun tentang badan gizi nasional bgn yang mana yang menetapkan peraturan tersebut adalah pria solo bisa dicek sendiri di jdih,fun fact dasar hukum pelaksanaan makan bergizi gratis yaitu perpres nomor tahun tentang badan gizi nasional bgn yang mana yang menetapkan peraturan tersebut adalah pria solo bisa dicek sendiri di jdih,fun fact dasar hukum pelaksanaan makan bergizi gratis perpres nomor tahun badan gizi nasional bgn menetapkan peraturan pria solo dicek jdih,Netral
@immanuelpurba7271,2026-04-16T03:20:07Z,1,"Waktu dia masih jadi aktif tentara ajah banyak yg ngk mau kalau dia menjabat pangkat tinggi karena ngk mau mendengarkan nasihat orang lain , nah skrg udah pada kerasa kan gimana keras kepala nya nih orang setelah menjadi orang no 1 di indonesia
Gusdur ajah bilang kalau dia itu ngk boleh di kasih kekuasaan",True,lmcwEO9Lqe8,waktu dia masih jadi aktif tentara ajah banyak yg ngk mau kalau dia menjabat pangkat tinggi karena ngk mau mendengarkan nasihat orang lain nah skrg udah pada kerasa kan gimana keras kepala nya nih orang setelah menjadi orang no di indonesia gusdur ajah bilang kalau dia itu ngk boleh di kasih kekuasaan,waktu dia masih jadi aktif tentara ajah banyak yang ngk mau kalau dia menjabat pangkat tinggi karena ngk mau mendengarkan nasihat orang lain nah sekarang sudah pada kerasa kan gimana keras kepala nya ini orang setelah menjadi orang no di indonesia gusdur ajah bilang kalau dia itu ngk boleh di kasih kekuasaan,waktu aktif tentara ajah ngk menjabat pangkat tinggi ngk mendengarkan nasihat kerasa gimana keras kepala no indonesia gusdur ajah bilang ngk kasih kekuasaan,Pertanyaan
@igirpuntuk8038,2026-04-15T22:24:29Z,0,"Atasi stunting koh MBG anak sekolah,  kuliah di mana ya...",True,lmcwEO9Lqe8,atasi stunting koh mbg anak sekolah kuliah di mana ya,atasi stunting koh makan bergizi gratis anak sekolah kuliah di mana ya,atasi stunting koh makan bergizi gratis anak sekolah kuliah,Netral
@ismadi471,2026-04-15T22:10:48Z,0,PROGRAM MENGGARONG UANG RAKYAT,True,lmcwEO9Lqe8,program menggarong uang rakyat,program menggarong uang rakyat,program menggarong uang rakyat,Netral
@ash8149-d9s,2026-04-15T11:08:38Z,0,Selanjutnya tolong bahas dan teliti tentang koperasi merah putih buk,True,lmcwEO9Lqe8,selanjutnya tolong bahas dan teliti tentang koperasi merah putih buk,selanjutnya tolong bahas dan teliti tentang koperasi merah putih buk,tolong bahas teliti koperasi merah putih buk,Tidak Berlabel
@MSNOODLE-m4n,2026-04-15T10:01:31Z,0,"Kalau saya mbg merusak UKM
Dan melambung nya sayuran",True,lmcwEO9Lqe8,kalau saya mbg merusak ukm dan melambung nya sayuran,kalau saya makan bergizi gratis merusak ukm dan melambung nya sayuran,makan bergizi gratis merusak ukm melambung sayuran,Netral
@elzafadli2764,2026-04-15T01:00:11Z,0,"2:07 miliar apa triluan nih gak masuk anggal anggaran 268 triluan bukan negara Amerika,",True,lmcwEO9Lqe8,miliar apa triluan nih gak masuk anggal anggaran triluan bukan negara amerika,miliar apa triluan ini tidak masuk anggal anggaran triluan bukan negara amerika,miliar triluan anggal anggaran triluan negara amerika,Tidak Berlabel
@khabibnurmagomedov3682,2026-04-14T21:13:48Z,0,"SEKOLAH BANGUNAN JELEK
DAPUR MBG BAGAI VILLA
JEPANG MAJU KARENA ILMU PENGETAHUAN, IRAN MENYUSUL DENGAN TEKNOLOGI
INDONESIA DENGAN MBG, ITU JUGA DIKORUPSI GAK SESUAI NOMINALNYA
IDE T0L0L SIAPA ITU?
🤣🤣🤣",True,lmcwEO9Lqe8,sekolah bangunan jelek dapur mbg bagai villa jepang maju karena ilmu pengetahuan iran menyusul dengan teknologi indonesia dengan mbg itu juga dikorupsi gak sesuai nominalnya ide t l l siapa itu,sekolah bangunan jelek dapur makan bergizi gratis bagai villa jepang maju karena ilmu pengetahuan iran menyusul dengan teknologi indonesia dengan makan bergizi gratis itu juga dikorupsi tidak sesuai nominalnya ide t l l siapa itu,sekolah bangunan jelek dapur makan bergizi gratis villa jepang maju ilmu pengetahuan iran menyusul teknologi indonesia makan bergizi gratis dikorupsi sesuai nominalnya ide,Negatif
@budisukahar-q6k6j,2026-04-14T19:38:06Z,0,MBG ladang korupsi atas Nama Negara,True,lmcwEO9Lqe8,mbg ladang korupsi atas nama negara,makan bergizi gratis ladang korupsi atas nama negara,makan bergizi gratis ladang korupsi nama negara,Negatif
@chanelapaajaboleh9637,2026-04-14T17:44:15Z,0,Kangen rocky gerung 😅😅😅...,True,lmcwEO9Lqe8,kangen rocky gerung,kangen rocky gerung,kangen rocky gerung,Tidak Berlabel
@Dedi-h7o,2026-04-14T13:56:36Z,0,"MBG ladang kurupsi,pintar menciptakan ladang kurupsi.",True,lmcwEO9Lqe8,mbg ladang kurupsi pintar menciptakan ladang kurupsi,makan bergizi gratis ladang kurupsi pintar menciptakan ladang kurupsi,makan bergizi gratis ladang kurupsi pintar menciptakan ladang kurupsi,Netral
@muhammadiqbalkopong3448,2026-04-14T13:43:36Z,0,"Tidak ada maanfaat sama sekali.....

Mendingan dana mbg itu untuk guru guru yang mengajar gaji yg tidak sesuai.....

Guru itu napasnya indonesia...tanpa guru dunia tidak akan berkembang",True,lmcwEO9Lqe8,tidak ada maanfaat sama sekali mendingan dana mbg itu untuk guru guru yang mengajar gaji yg tidak sesuai guru itu napasnya indonesia tanpa guru dunia tidak akan berkembang,tidak ada maanfaat sama sekali mendingan dana makan bergizi gratis itu untuk guru guru yang mengajar gaji yang tidak sesuai guru itu napasnya indonesia tanpa guru dunia tidak akan berkembang,maanfaat mendingan dana makan bergizi gratis guru guru mengajar gaji sesuai guru napasnya indonesia guru dunia berkembang,Netral
@harisfauzi8516,2026-04-14T10:20:51Z,0,"Semoga cma pas wowo menjabat aja, selesai jd persiden,bubarin,😢 semoga sblm selesai pemilu bubarin aj, kebanyakan mendarat nya",True,lmcwEO9Lqe8,semoga cma pas wowo menjabat aja selesai jd persiden bubarin semoga sblm selesai pemilu bubarin aj kebanyakan mendarat nya,semoga cma pas wowo menjabat saja selesai jd persiden bubarin semoga sblm selesai pemilu bubarin saja kebanyakan mendarat nya,semoga cma pas wowo menjabat selesai jd persiden bubarin semoga sblm selesai pemilu bubarin kebanyakan mendarat,Positif
@Junaedi-u1x,2026-04-14T09:31:02Z,0,"MBG ini yha untuk kamu dan yang kamu percaya yaitu si kepala BOTAK untuk menjalankan korupsi secara terang terangan, kan masih ada lagi yang direkayasa yang ada kaitanya MBG untuk bisa dikorupsi, inilah pemimpin kita yang sangat rakus.",True,lmcwEO9Lqe8,mbg ini yha untuk kamu dan yang kamu percaya yaitu si kepala botak untuk menjalankan korupsi secara terang terangan kan masih ada lagi yang direkayasa yang ada kaitanya mbg untuk bisa dikorupsi inilah pemimpin kita yang sangat rakus,makan bergizi gratis ini yha untuk kamu dan yang kamu percaya yaitu si kepala botak untuk menjalankan korupsi secara terang terangan kan masih ada lagi yang direkayasa yang ada kaitanya makan bergizi gratis untuk bisa dikorupsi inilah pemimpin kita yang sangat rakus,makan bergizi gratis yha percaya si kepala botak menjalankan korupsi terang terangan direkayasa kaitanya makan bergizi gratis dikorupsi pemimpin rakus,Negatif
@angeldewi85,2026-04-14T07:38:52Z,0,"Fakta korupsi, udah se gede megalodonpun tetap bakal dibela sama prabowo, ingat yg ga ngedukung MBG adalah antek"" asing😅😅😅",True,lmcwEO9Lqe8,fakta korupsi udah se gede megalodonpun tetap bakal dibela sama prabowo ingat yg ga ngedukung mbg adalah antek asing,fakta korupsi sudah se gede megalodonpun tetap bakal dibela sama prabowo ingat yang tidak ngedukung makan bergizi gratis adalah antek asing,fakta korupsi gede megalodonpun dibela prabowo ngedukung makan bergizi gratis antek asing,Positif
