author,published_at,like_count,text,public,video_id,text_clean,text_normalized,text_final,label,label_id,label_indobert,confidence
@boby_surya,2026-04-01T12:57:39Z,0,MBG & kopdes itu cuma jalur distribusi korupsi,True,lmcwEO9Lqe8,mbg kopdes itu cuma jalur distribusi korupsi,makan bergizi gratis kopdes itu cuma jalur distribusi korupsi,makan bergizi gratis kopdes jalur distribusi korupsi,Negatif,1,Negatif,0.9729798436164856
@Luthfie0505,2026-04-01T12:51:26Z,0,"PROGRAM MBG. ACAK ADUT , KORUPSI BERJEMAAH",True,lmcwEO9Lqe8,program mbg acak adut korupsi berjemaah,program makan bergizi gratis acak adut korupsi berjemaah,program makan bergizi gratis acak adut korupsi berjemaah,Negatif,1,Negatif,0.9737579226493835
@hambali8442,2026-04-01T11:19:38Z,0,"Pogram MBG itu untuk koropsi lah yang selalu di paksakan ,  wo wo ini tidak mendengarkan  suara Rakyat yg menolak MBG ini ada apa wo apa nunggu Indonesia bangkrut dengan pogram MBG ini yg menyedot uang Rakyat treliyunan rupiah yg tidak ada manfaatnya , lebih baik untuk membangun jalan 2 yg sama rusak yg pemerintah daerah tidak mampu membangun jalan 2 yg rusak akibat ivisiensi keputusanmu wo sekarang Rakyat sangat mencekik jalan pada bodol nggak di bangun juga akibat MBG .",True,lmcwEO9Lqe8,pogram mbg itu untuk koropsi lah yang selalu di paksakan wo wo ini tidak mendengarkan suara rakyat yg menolak mbg ini ada apa wo apa nunggu indonesia bangkrut dengan pogram mbg ini yg menyedot uang rakyat treliyunan rupiah yg tidak ada manfaatnya lebih baik untuk membangun jalan yg sama rusak yg pemerintah daerah tidak mampu membangun jalan yg rusak akibat ivisiensi keputusanmu wo sekarang rakyat sangat mencekik jalan pada bodol nggak di bangun juga akibat mbg,pogram makan bergizi gratis itu untuk koropsi lah yang selalu di paksakan wo wo ini tidak mendengarkan suara rakyat yang menolak makan bergizi gratis ini ada apa wo apa nunggu indonesia bangkrut dengan pogram makan bergizi gratis ini yang menyedot uang rakyat treliyunan rupiah yang tidak ada manfaatnya lebih baik untuk membangun jalan yang sama rusak yang pemerintah daerah tidak mampu membangun jalan yang rusak akibat ivisiensi keputusanmu wo sekarang rakyat sangat mencekik jalan pada bodol tidak di bangun juga akibat makan bergizi gratis,pogram makan bergizi gratis koropsi paksakan wo wo mendengarkan suara rakyat menolak makan bergizi gratis wo nunggu indonesia bangkrut pogram makan bergizi gratis menyedot uang rakyat treliyunan rupiah manfaatnya membangun jalan rusak pemerintah daerah membangun jalan rusak akibat ivisiensi keputusanmu wo rakyat mencekik jalan bodol bangun akibat makan bergizi gratis,Negatif,1,Negatif,0.9388325810432434
@KurniaBob-rh6kv,2026-04-01T11:04:53Z,0,"indonesia ini saling adu domba..
saling menjatuhkan..
gk setuju ini itu..emgnya ngerti apa sih.mbg di desa desa jelas cukup membantu kok dn menjadi tmbahan lapangan kerja..
jdi otak otak kotor mreka yg bilang ini itu protes adanya mbg kalian bisa apaa",True,lmcwEO9Lqe8,indonesia ini saling adu domba saling menjatuhkan gk setuju ini itu emgnya ngerti apa sih mbg di desa desa jelas cukup membantu kok dn menjadi tmbahan lapangan kerja jdi otak otak kotor mreka yg bilang ini itu protes adanya mbg kalian bisa apaa,indonesia ini saling adu domba saling menjatuhkan tidak setuju ini itu emgnya ngerti apa sih makan bergizi gratis di desa desa jelas cukup membantu kok dn menjadi tmbahan lapangan kerja jdi otak otak kotor mreka yang bilang ini itu protes adanya makan bergizi gratis kalian bisa apaa,indonesia adu domba menjatuhkan setuju emgnya ngerti makan bergizi gratis desa desa membantu dn tmbahan lapangan jdi otak otak kotor mreka bilang protes makan bergizi gratis apaa,Positif,4,Positif,0.9750531911849976
@budiono-y5j,2026-04-01T10:46:31Z,0,"Wowo kau menyuruh rakyat berhemat...tapi kau malah boros, menghabiskan dana triliunan untuk MBG...pikir dulu sebelum kau ngomong.",True,lmcwEO9Lqe8,wowo kau menyuruh rakyat berhemat tapi kau malah boros menghabiskan dana triliunan untuk mbg pikir dulu sebelum kau ngomong,wowo kau menyuruh rakyat berhemat tapi kau malah boros menghabiskan dana triliunan untuk makan bergizi gratis pikir dulu sebelum kau ngomong,wowo kau menyuruh rakyat berhemat kau boros menghabiskan dana triliunan makan bergizi gratis pikir kau ngomong,Negatif,1,Negatif,0.9038920402526855
@alexxander4815,2026-04-01T10:24:54Z,0,"Yg ada jd beban apbn, lebih besar keburukannya daripada kebaikannya",True,lmcwEO9Lqe8,yg ada jd beban apbn lebih besar keburukannya daripada kebaikannya,yang ada jd beban apbn lebih besar keburukannya daripada kebaikannya,jd beban apbn keburukannya kebaikannya,Positif,4,Positif,0.9292967915534973
@Arrogan87,2026-04-01T09:53:37Z,0,Mending uangnya kasih ke masyarakat yang membutuhkan dari pada mbg yang cuma menguntungkan pihak tertentu,True,lmcwEO9Lqe8,mending uangnya kasih ke masyarakat yang membutuhkan dari pada mbg yang cuma menguntungkan pihak tertentu,mending uangnya kasih ke masyarakat yang membutuhkan dari pada makan bergizi gratis yang cuma menguntungkan pihak tertentu,mending uangnya kasih masyarakat membutuhkan makan bergizi gratis menguntungkan,Netral,2,Netral,0.9220440983772278
@narasi.negeri,2026-04-01T06:35:40Z,0,"Negara yang kuat adalah negara yang bisa menjamin rakyatnya tidak lapar. Anggaran ratusan triliun memang besar, tapi sebanding dengan hasil yang akan kita petik 10-15 tahun ke depan: sumber daya manusia yang unggul dan sehat. Prioritas pemerintah saat ini sudah tepat, karena manusia adalah aset terpenting bangsa. Mari kita kawal bersama agar program mulia ini tepat sasaran dan bebas dari penyelewengan. Semangat membangun bangsa!",True,lmcwEO9Lqe8,negara yang kuat adalah negara yang bisa menjamin rakyatnya tidak lapar anggaran ratusan triliun memang besar tapi sebanding dengan hasil yang akan kita petik tahun ke depan sumber daya manusia yang unggul dan sehat prioritas pemerintah saat ini sudah tepat karena manusia adalah aset terpenting bangsa mari kita kawal bersama agar program mulia ini tepat sasaran dan bebas dari penyelewengan semangat membangun bangsa,negara yang kuat adalah negara yang bisa menjamin rakyatnya tidak lapar anggaran ratusan triliun memang besar tapi sebanding dengan hasil yang akan kita petik tahun ke depan sumber daya manusia yang unggul dan sehat prioritas pemerintah saat ini sudah tepat karena manusia adalah aset terpenting bangsa mari kita kawal bersama agar program mulia ini tepat sasaran dan bebas dari penyelewengan semangat membangun bangsa,negara kuat negara menjamin rakyatnya lapar anggaran ratusan triliun sebanding hasil petik tahun sumber daya manusia unggul sehat prioritas pemerintah manusia aset terpenting bangsa mari kawal program mulia sasaran bebas penyelewengan semangat membangun bangsa,Kritik,0,Netral,0.3316754698753357
@ruang.negeri,2026-04-01T06:35:21Z,0,"Melihat skala program ini, Indonesia sedang melakukan intervensi ekonomi yang berani dan masif. Tantangan tata kelola pasti ada di setiap kebijakan besar, tapi itu bukan alasan untuk tidak melangkah. Justru dengan adanya MBG, kita dipaksa untuk memperkuat sistem logistik pangan dan koperasi kita. Jika ini berhasil, Indonesia akan punya ketahanan pangan yang sangat solid dari hulu ke hilir. Optimis program ini sukses!",True,lmcwEO9Lqe8,melihat skala program ini indonesia sedang melakukan intervensi ekonomi yang berani dan masif tantangan tata kelola pasti ada di setiap kebijakan besar tapi itu bukan alasan untuk tidak melangkah justru dengan adanya mbg kita dipaksa untuk memperkuat sistem logistik pangan dan koperasi kita jika ini berhasil indonesia akan punya ketahanan pangan yang sangat solid dari hulu ke hilir optimis program ini sukses,melihat skala program ini indonesia sedang melakukan intervensi ekonomi yang berani dan masif tantangan tata kelola pasti ada di setiap kebijakan besar tapi itu bukan alasan untuk tidak melangkah justru dengan adanya makan bergizi gratis kita dipaksa untuk memperkuat sistem logistik pangan dan koperasi kita jika ini berhasil indonesia akan punya ketahanan pangan yang sangat solid dari hulu ke hilir optimis program ini sukses,skala program indonesia intervensi ekonomi berani masif tantangan tata kelola kebijakan alasan melangkah makan bergizi gratis dipaksa memperkuat sistem logistik pangan koperasi berhasil indonesia ketahanan pangan solid hulu hilir optimis program sukses,Positif,4,Positif,0.9750694036483765
@sudut.negeri,2026-04-01T06:35:05Z,0,"Terima kasih pemerintah atas program Makan Bergizi Gratis ini. Sebagai orang tua, kami sangat terbantu karena gizi anak di sekolah jadi lebih terjamin dan meringankan beban pengeluaran harian. Anak-anak jadi lebih semangat belajar dan konsentrasinya meningkat. Semoga program ini terus berjalan lancar dan pengawasannya diperketat agar kualitas makanannya tetap terjaga dengan baik. Maju terus Indonesia!",True,lmcwEO9Lqe8,terima kasih pemerintah atas program makan bergizi gratis ini sebagai orang tua kami sangat terbantu karena gizi anak di sekolah jadi lebih terjamin dan meringankan beban pengeluaran harian anak anak jadi lebih semangat belajar dan konsentrasinya meningkat semoga program ini terus berjalan lancar dan pengawasannya diperketat agar kualitas makanannya tetap terjaga dengan baik maju terus indonesia,terima kasih pemerintah atas program makan bergizi gratis ini sebagai orang tua kami sangat terbantu karena gizi anak di sekolah jadi lebih terjamin dan meringankan beban pengeluaran harian anak anak jadi lebih semangat belajar dan konsentrasinya meningkat semoga program ini terus berjalan lancar dan pengawasannya diperketat agar kualitas makanannya tetap terjaga dengan baik maju terus indonesia,terima kasih pemerintah program makan bergizi gratis tua terbantu gizi anak sekolah terjamin meringankan beban pengeluaran harian anak anak semangat belajar konsentrasinya meningkat semoga program berjalan lancar pengawasannya diperketat kualitas makanannya terjaga maju indonesia,Positif,4,Positif,0.9774292707443237
@catatan.negeri,2026-04-01T06:34:48Z,0,"Sangat setuju kalau program ini jadi motor penggerak ekonomi rakyat. Bayangkan ribuan dapur SPPG menyerap jutaan tenaga kerja dan membeli bahan baku langsung dari petani dan peternak lokal. Ini adalah bentuk redistribusi ekonomi yang nyata, di mana uang negara langsung berputar di tingkat desa dan kecamatan. Petani kita punya kepastian pasar, dan ekonomi lokal pasti hidup kembali!",True,lmcwEO9Lqe8,sangat setuju kalau program ini jadi motor penggerak ekonomi rakyat bayangkan ribuan dapur sppg menyerap jutaan tenaga kerja dan membeli bahan baku langsung dari petani dan peternak lokal ini adalah bentuk redistribusi ekonomi yang nyata di mana uang negara langsung berputar di tingkat desa dan kecamatan petani kita punya kepastian pasar dan ekonomi lokal pasti hidup kembali,sangat setuju kalau program ini jadi motor penggerak ekonomi rakyat bayangkan ribuan dapur sppg menyerap jutaan tenaga kerja dan membeli bahan baku langsung dari petani dan peternak lokal ini adalah bentuk redistribusi ekonomi yang nyata di mana uang negara langsung berputar di tingkat desa dan kecamatan petani kita punya kepastian pasar dan ekonomi lokal pasti hidup kembali,setuju program motor penggerak ekonomi rakyat bayangkan ribuan dapur sppg menyerap jutaan tenaga membeli bahan baku petani peternak lokal bentuk redistribusi ekonomi uang negara berputar tingkat desa kecamatan petani kepastian pasar ekonomi lokal hidup,Positif,4,Positif,0.9740386605262756
@bicara.negeri,2026-04-01T06:34:31Z,0,"Program MBG adalah investasi jangka panjang yang sangat visioner. Kita tidak bisa bicara kualitas pendidikan jika anak-anak kita masih lapar atau kekurangan gizi (stunting). Memperbaiki gizi dari sekolah adalah fondasi utama untuk mencetak generasi emas 2045 yang produktif. Ini bukan sekadar bantuan sosial, tapi strategi besar untuk memutus rantai kemiskinan secara struktural. Dukung penuh keberlanjutan program ini!",True,lmcwEO9Lqe8,program mbg adalah investasi jangka panjang yang sangat visioner kita tidak bisa bicara kualitas pendidikan jika anak anak kita masih lapar atau kekurangan gizi stunting memperbaiki gizi dari sekolah adalah fondasi utama untuk mencetak generasi emas yang produktif ini bukan sekadar bantuan sosial tapi strategi besar untuk memutus rantai kemiskinan secara struktural dukung penuh keberlanjutan program ini,program makan bergizi gratis adalah investasi jangka panjang yang sangat visioner kita tidak bisa bicara kualitas pendidikan jika anak anak kita masih lapar atau kekurangan gizi stunting memperbaiki gizi dari sekolah adalah fondasi utama untuk mencetak generasi emas yang produktif ini bukan sekadar bantuan sosial tapi strategi besar untuk memutus rantai kemiskinan secara struktural mendukung penuh keberlanjutan program ini,program makan bergizi gratis investasi jangka visioner bicara kualitas pendidikan anak anak lapar kekurangan gizi stunting memperbaiki gizi sekolah fondasi utama mencetak generasi emas produktif bantuan sosial strategi memutus rantai kemiskinan struktural mendukung penuh keberlanjutan program,Positif,4,Positif,0.9702659845352173
@ramramrakaka,2026-04-01T05:51:33Z,0,MBG bikin warung makan sepi . Banyak guru sekolah sekitar wilayah jadi gak pernah makan ditoko . Hadeuhhh …,True,lmcwEO9Lqe8,mbg bikin warung makan sepi banyak guru sekolah sekitar wilayah jadi gak pernah makan ditoko hadeuhhh,makan bergizi gratis bikin warung makan sepi banyak guru sekolah sekitar wilayah jadi tidak pernah makan ditoko hadeuhhh,makan bergizi gratis bikin warung makan sepi guru sekolah wilayah makan ditoko hadeuhhh,Netral,2,Netral,0.9832609295845032
@MulYadi-rf6yv,2026-04-01T05:15:45Z,0,program mbg bikin pemborosan penguluran uang negara rakyat kecil yang kena dampaknya pajak di naikkan rakyat kecil menjerit paling enak jaman  nya bapak Harto rakyat makmur rakyat lebih tenang tidak jaman sekarang bikin rakyat sesangra,True,lmcwEO9Lqe8,program mbg bikin pemborosan penguluran uang negara rakyat kecil yang kena dampaknya pajak di naikkan rakyat kecil menjerit paling enak jaman nya bapak harto rakyat makmur rakyat lebih tenang tidak jaman sekarang bikin rakyat sesangra,program makan bergizi gratis bikin pemborosan penguluran uang negara rakyat kecil yang kena dampaknya pajak di naikkan rakyat kecil menjerit paling enak jaman nya bapak harto rakyat makmur rakyat lebih tenang tidak jaman sekarang bikin rakyat sesangra,program makan bergizi gratis bikin pemborosan penguluran uang negara rakyat dampaknya pajak naikkan rakyat menjerit jaman harto rakyat makmur rakyat tenang jaman bikin rakyat sesangra,Negatif,1,Negatif,0.9356775879859924
@SuheriLubis-t1q,2026-04-01T04:19:02Z,0,Jika ditanya kepada sepenerima tentang mbg.pasti siswa mengatakan sangat terima kasih.karena itu kan udah terseting.wqltu dn siapa yg datang untuk sidak.trm kasih,True,lmcwEO9Lqe8,jika ditanya kepada sepenerima tentang mbg pasti siswa mengatakan sangat terima kasih karena itu kan udah terseting wqltu dn siapa yg datang untuk sidak trm kasih,jika ditanya kepada sepenerima tentang makan bergizi gratis pasti siswa mengatakan sangat terima kasih karena itu kan sudah terseting wqltu dn siapa yang datang untuk sidak trm kasih,sepenerima makan bergizi gratis siswa terima kasih terseting wqltu dn sidak trm kasih,Positif,4,Positif,0.9539724588394165
@ProjectLumiora,2026-04-01T03:31:11Z,0,mestinya mbg itu diadakan di daerah2 yang emang masih tinggi angka stuntingnya sesimpel itu J*****K,True,lmcwEO9Lqe8,mestinya mbg itu diadakan di daerah yang emang masih tinggi angka stuntingnya sesimpel itu j k,mestinya makan bergizi gratis itu diadakan di daerah yang memang masih tinggi angka stuntingnya sesimpel itu j k,mestinya makan bergizi gratis diadakan daerah tinggi angka stuntingnya sesimpel,Netral,2,Netral,0.9285091161727905
@Dawer1243,2026-04-01T03:17:21Z,0,Buang buang duit tapi nggak ada manfaatnya,True,lmcwEO9Lqe8,buang buang duit tapi nggak ada manfaatnya,buang buang duit tapi tidak ada manfaatnya,buang buang duit manfaatnya,Negatif,1,Negatif,0.9312434196472168
@ariwidodo8960,2026-04-01T01:46:42Z,0,"Program tak mmbawa kemajuan negara yg nyata,adanya, mbg hanya akan mnghancurkan negara yg tk mmbutuhkan wktu lama.",True,lmcwEO9Lqe8,program tak mmbawa kemajuan negara yg nyata adanya mbg hanya akan mnghancurkan negara yg tk mmbutuhkan wktu lama,program tak mmbawa kemajuan negara yang nyata adanya makan bergizi gratis hanya akan mnghancurkan negara yang tk mmbutuhkan wktu lama,program mmbawa kemajuan negara makan bergizi gratis mnghancurkan negara tk mmbutuhkan wktu,Netral,2,Netral,0.9799162149429321
